Generated by http://statistics.gov.scot,2020-09-15T08:56:14+00:00
http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries,Population Estimates (Current Geographic Boundaries)
Reference Period,2018
Age,All
Sex,All
Measure (cell values): ,Count(People)

,,http://statistics.gov.scot/def/measure-properties/count
http://statistics.gov.scot/id/statistical-geography/S01011309,Fairlie and Rural - 03,690
http://statistics.gov.scot/id/statistical-geography/S01011310,Fairlie and Rural - 04,706
http://statistics.gov.scot/id/statistical-geography/S01008541,Fairmilehead - 01,919
http://statistics.gov.scot/id/statistical-geography/S01008542,Fairmilehead - 02,1745
http://statistics.gov.scot/id/statistical-geography/S01008543,Fairmilehead - 03,734
http://statistics.gov.scot/id/statistical-geography/S01008544,Fairmilehead - 04,667
http://statistics.gov.scot/id/statistical-geography/S01008545,Fairmilehead - 05,836
http://statistics.gov.scot/id/statistical-geography/S01008546,Fairmilehead - 06,790
http://statistics.gov.scot/id/statistical-geography/S01007823,Fairmuir - 01,706
http://statistics.gov.scot/id/statistical-geography/S01007824,Fairmuir - 02,725
http://statistics.gov.scot/id/statistical-geography/S01007825,Fairmuir - 03,969
http://statistics.gov.scot/id/statistical-geography/S01007826,Fairmuir - 04,643
http://statistics.gov.scot/id/statistical-geography/S01007827,Fairmuir - 05,604
http://statistics.gov.scot/id/statistical-geography/S01009126,Falkirk - Bainsford and Langlees - 01,568
http://statistics.gov.scot/id/statistical-geography/S01009127,Falkirk - Bainsford and Langlees - 02,714
http://statistics.gov.scot/id/statistical-geography/S01009128,Falkirk - Bainsford and Langlees - 03,880
http://statistics.gov.scot/id/statistical-geography/S01009129,Falkirk - Bainsford and Langlees - 04,491
http://statistics.gov.scot/id/statistical-geography/S01009130,Falkirk - Bainsford and Langlees - 05,641
http://statistics.gov.scot/id/statistical-geography/S01009131,Falkirk - Bainsford and Langlees - 06,500
http://statistics.gov.scot/id/statistical-geography/S01009154,Falkirk - Bantaskin - 01,950
http://statistics.gov.scot/id/statistical-geography/S01009155,Falkirk - Bantaskin - 02,550
http://statistics.gov.scot/id/statistical-geography/S01009156,Falkirk - Bantaskin - 03,590
http://statistics.gov.scot/id/statistical-geography/S01009157,Falkirk - Bantaskin - 04,867
http://statistics.gov.scot/id/statistical-geography/S01009158,Falkirk - Bantaskin - 05,615
http://statistics.gov.scot/id/statistical-geography/S01009159,Falkirk - Camelon East - 01,446
http://statistics.gov.scot/id/statistical-geography/S01009160,Falkirk - Camelon East - 02,684
http://statistics.gov.scot/id/statistical-geography/S01009161,Falkirk - Camelon East - 03,691
http://statistics.gov.scot/id/statistical-geography/S01009162,Falkirk - Camelon East - 04,695
http://statistics.gov.scot/id/statistical-geography/S01009163,Falkirk - Camelon East - 05,484
http://statistics.gov.scot/id/statistical-geography/S01009164,Falkirk - Camelon West - 01,687
http://statistics.gov.scot/id/statistical-geography/S01009165,Falkirk - Camelon West - 02,727
http://statistics.gov.scot/id/statistical-geography/S01009166,Falkirk - Camelon West - 03,781
http://statistics.gov.scot/id/statistical-geography/S01009167,Falkirk - Camelon West - 04,557
http://statistics.gov.scot/id/statistical-geography/S01009138,Falkirk - Grahamston - 01,887
http://statistics.gov.scot/id/statistical-geography/S01009139,Falkirk - Grahamston - 02,420
http://statistics.gov.scot/id/statistical-geography/S01009140,Falkirk - Grahamston - 03,667
http://statistics.gov.scot/id/statistical-geography/S01009141,Falkirk - Grahamston - 04,856
http://statistics.gov.scot/id/statistical-geography/S01009142,Falkirk - Grahamston - 05,551
http://statistics.gov.scot/id/statistical-geography/S01009172,Falkirk - Lochgreen and Lionthorn - 01,673
http://statistics.gov.scot/id/statistical-geography/S01009173,Falkirk - Lochgreen and Lionthorn - 02,745
http://statistics.gov.scot/id/statistical-geography/S01009174,Falkirk - Lochgreen and Lionthorn - 03,513
http://statistics.gov.scot/id/statistical-geography/S01009175,Falkirk - Lochgreen and Lionthorn - 04,817
http://statistics.gov.scot/id/statistical-geography/S01009176,Falkirk - Lochgreen and Lionthorn - 05,991
http://statistics.gov.scot/id/statistical-geography/S01009132,Falkirk - Merchiston and New Carron Village - 01,832
http://statistics.gov.scot/id/statistical-geography/S01009133,Falkirk - Merchiston and New Carron Village - 02,763
http://statistics.gov.scot/id/statistical-geography/S01009134,Falkirk - Merchiston and New Carron Village - 03,881
http://statistics.gov.scot/id/statistical-geography/S01009135,Falkirk - Merchiston and New Carron Village - 04,546
http://statistics.gov.scot/id/statistical-geography/S01009136,Falkirk - Merchiston and New Carron Village - 05,879
http://statistics.gov.scot/id/statistical-geography/S01009137,Falkirk - Merchiston and New Carron Village - 06,820
http://statistics.gov.scot/id/statistical-geography/S01009143,Falkirk - Middlefield - 01,543
http://statistics.gov.scot/id/statistical-geography/S01009144,Falkirk - Middlefield - 02,706
http://statistics.gov.scot/id/statistical-geography/S01009145,Falkirk - Middlefield - 03,977
http://statistics.gov.scot/id/statistical-geography/S01009146,Falkirk - Middlefield - 04,939
http://statistics.gov.scot/id/statistical-geography/S01009147,Falkirk - Middlefield - 05,818
http://statistics.gov.scot/id/statistical-geography/S01009148,Falkirk - Middlefield - 06,673
http://statistics.gov.scot/id/statistical-geography/S01009168,Falkirk - Tamfourhill - 01,595
http://statistics.gov.scot/id/statistical-geography/S01009169,Falkirk - Tamfourhill - 02,787
http://statistics.gov.scot/id/statistical-geography/S01009170,Falkirk - Tamfourhill - 03,715
http://statistics.gov.scot/id/statistical-geography/S01009171,Falkirk - Tamfourhill - 04,642
http://statistics.gov.scot/id/statistical-geography/S01009149,Falkirk - Town Centre and Callendar Park - 01,756
http://statistics.gov.scot/id/statistical-geography/S01009150,Falkirk - Town Centre and Callendar Park - 02,761
http://statistics.gov.scot/id/statistical-geography/S01009151,Falkirk - Town Centre and Callendar Park - 03,871
http://statistics.gov.scot/id/statistical-geography/S01009152,Falkirk - Town Centre and Callendar Park - 04,623
http://statistics.gov.scot/id/statistical-geography/S01009153,Falkirk - Town Centre and Callendar Park - 05,501
http://statistics.gov.scot/id/statistical-geography/S01009670,Falkland East and East Lomond,794
http://statistics.gov.scot/id/statistical-geography/S01009671,Falkland West and Craigmead,647
http://statistics.gov.scot/id/statistical-geography/S01013033,Fallin - 01,777
http://statistics.gov.scot/id/statistical-geography/S01013034,Fallin - 02,669
http://statistics.gov.scot/id/statistical-geography/S01013035,Fallin - 03,685
http://statistics.gov.scot/id/statistical-geography/S01013036,Fallin - 04,738
http://statistics.gov.scot/id/statistical-geography/S01011532,Fallside - 01,685
http://statistics.gov.scot/id/statistical-geography/S01011533,Fallside - 02,679
http://statistics.gov.scot/id/statistical-geography/S01011534,Fallside - 03,743
http://statistics.gov.scot/id/statistical-geography/S01011535,Fallside - 04,1031
http://statistics.gov.scot/id/statistical-geography/S01011536,Fallside - 05,620
http://statistics.gov.scot/id/statistical-geography/S01011537,Fallside - 06,505
http://statistics.gov.scot/id/statistical-geography/S01011538,Fallside - 07,638
http://statistics.gov.scot/id/statistical-geography/S01009055,"Fankerton, Stoneywood and Denny Town - 01",1024
http://statistics.gov.scot/id/statistical-geography/S01009056,"Fankerton, Stoneywood and Denny Town - 02",549
http://statistics.gov.scot/id/statistical-geography/S01009057,"Fankerton, Stoneywood and Denny Town - 03",567
http://statistics.gov.scot/id/statistical-geography/S01009058,"Fankerton, Stoneywood and Denny Town - 04",777
http://statistics.gov.scot/id/statistical-geography/S01009059,"Fankerton, Stoneywood and Denny Town - 05",918
http://statistics.gov.scot/id/statistical-geography/S01009060,"Fankerton, Stoneywood and Denny Town - 06",796
http://statistics.gov.scot/id/statistical-geography/S01012856,Farme Cross and Gallowflat North - 01,779
http://statistics.gov.scot/id/statistical-geography/S01012857,Farme Cross and Gallowflat North - 02,862
http://statistics.gov.scot/id/statistical-geography/S01012858,Farme Cross and Gallowflat North - 03,677
http://statistics.gov.scot/id/statistical-geography/S01012859,Farme Cross and Gallowflat North - 04,1038
http://statistics.gov.scot/id/statistical-geography/S01013243,Fauldhouse - 01,711
http://statistics.gov.scot/id/statistical-geography/S01013244,Fauldhouse - 02,711
http://statistics.gov.scot/id/statistical-geography/S01013245,Fauldhouse - 03,960
http://statistics.gov.scot/id/statistical-geography/S01013246,Fauldhouse - 04,591
http://statistics.gov.scot/id/statistical-geography/S01013247,Fauldhouse - 05,818
http://statistics.gov.scot/id/statistical-geography/S01013248,Fauldhouse - 06,606
http://statistics.gov.scot/id/statistical-geography/S01013249,Fauldhouse - 07,438
http://statistics.gov.scot/id/statistical-geography/S01009727,Feddinch and The Grange,857
http://statistics.gov.scot/id/statistical-geography/S01012889,Fernhill and Cathkin - 01,1077
http://statistics.gov.scot/id/statistical-geography/S01012890,Fernhill and Cathkin - 02,836
http://statistics.gov.scot/id/statistical-geography/S01012891,Fernhill and Cathkin - 03,576
http://statistics.gov.scot/id/statistical-geography/S01012892,Fernhill and Cathkin - 04,1257
http://statistics.gov.scot/id/statistical-geography/S01012893,Fernhill and Cathkin - 05,803
http://statistics.gov.scot/id/statistical-geography/S01008564,Fernieside and Moredun South - 01,653
http://statistics.gov.scot/id/statistical-geography/S01008565,Fernieside and Moredun South - 02,986
http://statistics.gov.scot/id/statistical-geography/S01008566,Fernieside and Moredun South - 03,1045
http://statistics.gov.scot/id/statistical-geography/S01008567,Fernieside and Moredun South - 04,797
http://statistics.gov.scot/id/statistical-geography/S01008568,Fernieside and Moredun South - 05,804
http://statistics.gov.scot/id/statistical-geography/S01006591,Ferryhill North - 01,707
http://statistics.gov.scot/id/statistical-geography/S01006592,Ferryhill North - 02,769
http://statistics.gov.scot/id/statistical-geography/S01006593,Ferryhill North - 03,803
http://statistics.gov.scot/id/statistical-geography/S01006594,Ferryhill North - 04,497
http://statistics.gov.scot/id/statistical-geography/S01006595,Ferryhill North - 05,964
http://statistics.gov.scot/id/statistical-geography/S01006596,Ferryhill North - 06,779
http://statistics.gov.scot/id/statistical-geography/S01006597,Ferryhill North - 07,529
http://statistics.gov.scot/id/statistical-geography/S01006598,Ferryhill South - 01,1009
http://statistics.gov.scot/id/statistical-geography/S01006599,Ferryhill South - 02,796
http://statistics.gov.scot/id/statistical-geography/S01006600,Ferryhill South - 03,1225
http://statistics.gov.scot/id/statistical-geography/S01006601,Ferryhill South - 04,1006
http://statistics.gov.scot/id/statistical-geography/S01006602,Ferryhill South - 05,909
http://statistics.gov.scot/id/statistical-geography/S01006818,"Fetteresso, Netherley and Catter - 01",750
http://statistics.gov.scot/id/statistical-geography/S01006819,"Fetteresso, Netherley and Catter - 02",873
http://statistics.gov.scot/id/statistical-geography/S01006820,"Fetteresso, Netherley and Catter - 03",413
http://statistics.gov.scot/id/statistical-geography/S01006821,"Fetteresso, Netherley and Catter - 04",1466
http://statistics.gov.scot/id/statistical-geography/S01006822,"Fetteresso, Netherley and Catter - 05",991
http://statistics.gov.scot/id/statistical-geography/S01011148,"Findhorn, Kinloss and Pluscarden Valley - 01",778
http://statistics.gov.scot/id/statistical-geography/S01011149,"Findhorn, Kinloss and Pluscarden Valley - 02",943
http://statistics.gov.scot/id/statistical-geography/S01011150,"Findhorn, Kinloss and Pluscarden Valley - 03",849
http://statistics.gov.scot/id/statistical-geography/S01011151,"Findhorn, Kinloss and Pluscarden Valley - 04",549
http://statistics.gov.scot/id/statistical-geography/S01011152,"Findhorn, Kinloss and Pluscarden Valley - 05",634
http://statistics.gov.scot/id/statistical-geography/S01009576,Finglassie North and Southfield,487
http://statistics.gov.scot/id/statistical-geography/S01009577,Finglassie South,688
http://statistics.gov.scot/id/statistical-geography/S01010282,Finnieston and Kelvinhaugh - 01,1063
http://statistics.gov.scot/id/statistical-geography/S01010283,Finnieston and Kelvinhaugh - 02,788
http://statistics.gov.scot/id/statistical-geography/S01010284,Finnieston and Kelvinhaugh - 03,2646
http://statistics.gov.scot/id/statistical-geography/S01010285,Finnieston and Kelvinhaugh - 04,747
http://statistics.gov.scot/id/statistical-geography/S01010286,Finnieston and Kelvinhaugh - 05,2709
http://statistics.gov.scot/id/statistical-geography/S01010287,Finnieston and Kelvinhaugh - 06,868
http://statistics.gov.scot/id/statistical-geography/S01010288,Finnieston and Kelvinhaugh - 07,1224
http://statistics.gov.scot/id/statistical-geography/S01007791,Fintry - 01,560
http://statistics.gov.scot/id/statistical-geography/S01007792,Fintry - 02,888
http://statistics.gov.scot/id/statistical-geography/S01007793,Fintry - 03,912
http://statistics.gov.scot/id/statistical-geography/S01007794,Fintry - 04,591
http://statistics.gov.scot/id/statistical-geography/S01007795,Fintry - 05,623
http://statistics.gov.scot/id/statistical-geography/S01007796,Fintry - 06,826
http://statistics.gov.scot/id/statistical-geography/S01007797,Fintry - 07,602
http://statistics.gov.scot/id/statistical-geography/S01007798,Fintry - 08,703
http://statistics.gov.scot/id/statistical-geography/S01007799,Fintry - 09,614
http://statistics.gov.scot/id/statistical-geography/S01010301,Firhill - 01,614
http://statistics.gov.scot/id/statistical-geography/S01010302,Firhill - 02,819
http://statistics.gov.scot/id/statistical-geography/S01010303,Firhill - 03,605
http://statistics.gov.scot/id/statistical-geography/S01010304,Firhill - 04,774
http://statistics.gov.scot/id/statistical-geography/S01010305,Firhill - 05,836
http://statistics.gov.scot/id/statistical-geography/S01010306,Firhill - 06,797
http://statistics.gov.scot/id/statistical-geography/S01010307,Firhill - 07,827
http://statistics.gov.scot/id/statistical-geography/S01010308,Firhill - 08,1033
http://statistics.gov.scot/id/statistical-geography/S01007432,"Fishcross, Devon Village and Coalsnaughton - 01",862
http://statistics.gov.scot/id/statistical-geography/S01007433,"Fishcross, Devon Village and Coalsnaughton - 02",895
http://statistics.gov.scot/id/statistical-geography/S01007434,"Fishcross, Devon Village and Coalsnaughton - 03",497
http://statistics.gov.scot/id/statistical-geography/S01009677,Flisk Lindores and Luthrie,625
http://statistics.gov.scot/id/statistical-geography/S01011088,"Fochabers, Aultmore, Clochan and Ordiquish - 01",966
http://statistics.gov.scot/id/statistical-geography/S01011089,"Fochabers, Aultmore, Clochan and Ordiquish - 02",628
http://statistics.gov.scot/id/statistical-geography/S01011090,"Fochabers, Aultmore, Clochan and Ordiquish - 03",848
http://statistics.gov.scot/id/statistical-geography/S01009590,Foresters Lodge,706
http://statistics.gov.scot/id/statistical-geography/S01007254,Forfar Central - 01,783
http://statistics.gov.scot/id/statistical-geography/S01007255,Forfar Central - 02,783
http://statistics.gov.scot/id/statistical-geography/S01007256,Forfar Central - 03,819
http://statistics.gov.scot/id/statistical-geography/S01007257,Forfar Central - 04,641
http://statistics.gov.scot/id/statistical-geography/S01007258,Forfar Central - 05,911
http://statistics.gov.scot/id/statistical-geography/S01007259,Forfar Central - 06,867
http://statistics.gov.scot/id/statistical-geography/S01007248,Forfar East - 01,711
http://statistics.gov.scot/id/statistical-geography/S01007249,Forfar East - 02,453
http://statistics.gov.scot/id/statistical-geography/S01007250,Forfar East - 03,732
http://statistics.gov.scot/id/statistical-geography/S01007251,Forfar East - 04,505
http://statistics.gov.scot/id/statistical-geography/S01007252,Forfar East - 05,661
http://statistics.gov.scot/id/statistical-geography/S01007253,Forfar East - 06,1344
http://statistics.gov.scot/id/statistical-geography/S01007260,Forfar West - 01,867
http://statistics.gov.scot/id/statistical-geography/S01007261,Forfar West - 02,703
http://statistics.gov.scot/id/statistical-geography/S01007262,Forfar West - 03,701
http://statistics.gov.scot/id/statistical-geography/S01007263,Forfar West - 04,744
http://statistics.gov.scot/id/statistical-geography/S01007264,Forfar West - 05,732
http://statistics.gov.scot/id/statistical-geography/S01007265,Forfar West - 06,1090
http://statistics.gov.scot/id/statistical-geography/S01011490,Forgewood - 01,990
http://statistics.gov.scot/id/statistical-geography/S01011491,Forgewood - 02,466
http://statistics.gov.scot/id/statistical-geography/S01011492,Forgewood - 03,679
http://statistics.gov.scot/id/statistical-geography/S01011493,Forgewood - 04,503
http://statistics.gov.scot/id/statistical-geography/S01011494,Forgewood - 05,690
http://statistics.gov.scot/id/statistical-geography/S01011495,Forgewood - 06,796
http://statistics.gov.scot/id/statistical-geography/S01011496,Forgewood - 07,699
http://statistics.gov.scot/id/statistical-geography/S01009594,Formonthills,673
http://statistics.gov.scot/id/statistical-geography/S01011153,Forres Central East and seaward - 01,882
http://statistics.gov.scot/id/statistical-geography/S01011154,Forres Central East and seaward - 02,531
http://statistics.gov.scot/id/statistical-geography/S01011155,Forres Central East and seaward - 03,654
http://statistics.gov.scot/id/statistical-geography/S01011156,Forres Central East and seaward - 04,516
http://statistics.gov.scot/id/statistical-geography/S01011157,Forres Central East and seaward - 05,600
http://statistics.gov.scot/id/statistical-geography/S01011158,Forres Central East and seaward - 06,509
http://statistics.gov.scot/id/statistical-geography/S01011159,Forres South West and Mannachie - 01,545
http://statistics.gov.scot/id/statistical-geography/S01011160,Forres South West and Mannachie - 02,893
http://statistics.gov.scot/id/statistical-geography/S01011161,Forres South West and Mannachie - 03,579
http://statistics.gov.scot/id/statistical-geography/S01011162,Forres South West and Mannachie - 04,510
http://statistics.gov.scot/id/statistical-geography/S01011163,Forres South West and Mannachie - 05,728
http://statistics.gov.scot/id/statistical-geography/S01011164,Forres South West and Mannachie - 06,892
http://statistics.gov.scot/id/statistical-geography/S01011165,Forres South West and Mannachie - 07,732
http://statistics.gov.scot/id/statistical-geography/S01011166,Forres South West and Mannachie - 08,444
http://statistics.gov.scot/id/statistical-geography/S01010510,Fort William North - 01,926
http://statistics.gov.scot/id/statistical-geography/S01010511,Fort William North - 02,878
http://statistics.gov.scot/id/statistical-geography/S01010512,Fort William North - 03,591
http://statistics.gov.scot/id/statistical-geography/S01010513,Fort William North - 04,779
http://statistics.gov.scot/id/statistical-geography/S01010514,Fort William North - 05,696
http://statistics.gov.scot/id/statistical-geography/S01010515,Fort William North - 06,778
http://statistics.gov.scot/id/statistical-geography/S01010516,Fort William South - 01,633
http://statistics.gov.scot/id/statistical-geography/S01010517,Fort William South - 02,825
http://statistics.gov.scot/id/statistical-geography/S01010518,Fort William South - 03,634
http://statistics.gov.scot/id/statistical-geography/S01010519,Fort William South - 04,772
http://statistics.gov.scot/id/statistical-geography/S01010520,Fort William South - 05,879
http://statistics.gov.scot/id/statistical-geography/S01010521,Fort William South - 06,804
http://statistics.gov.scot/id/statistical-geography/S01010522,Fort William South - 07,582
http://statistics.gov.scot/id/statistical-geography/S01010523,Fort William South - 08,592
http://statistics.gov.scot/id/statistical-geography/S01013090,Forth - 01,788
http://statistics.gov.scot/id/statistical-geography/S01013091,Forth - 02,699
http://statistics.gov.scot/id/statistical-geography/S01013092,Forth - 03,912
http://statistics.gov.scot/id/statistical-geography/S01013093,Forth - 04,552
http://statistics.gov.scot/id/statistical-geography/S01009486,Forth Park,598
http://statistics.gov.scot/id/statistical-geography/S01009487,Forth Park North,780
http://statistics.gov.scot/id/statistical-geography/S01012587,"Forth, Braehead and Auchengray - 01",860
http://statistics.gov.scot/id/statistical-geography/S01012588,"Forth, Braehead and Auchengray - 02",605
http://statistics.gov.scot/id/statistical-geography/S01012589,"Forth, Braehead and Auchengray - 03",672
http://statistics.gov.scot/id/statistical-geography/S01012590,"Forth, Braehead and Auchengray - 04",768
http://statistics.gov.scot/id/statistical-geography/S01012591,"Forth, Braehead and Auchengray - 05",721
http://statistics.gov.scot/id/statistical-geography/S01012323,Foulden and Area,845
http://statistics.gov.scot/id/statistical-geography/S01007121,Fraserburgh Central-Academy - 01,501
http://statistics.gov.scot/id/statistical-geography/S01007122,Fraserburgh Central-Academy - 02,542
http://statistics.gov.scot/id/statistical-geography/S01007123,Fraserburgh Central-Academy - 03,668
http://statistics.gov.scot/id/statistical-geography/S01007124,Fraserburgh Central-Academy - 04,858
http://statistics.gov.scot/id/statistical-geography/S01007125,Fraserburgh Harbour and Broadsea - 01,827
http://statistics.gov.scot/id/statistical-geography/S01007126,Fraserburgh Harbour and Broadsea - 02,867
http://statistics.gov.scot/id/statistical-geography/S01007127,Fraserburgh Harbour and Broadsea - 03,1004
http://statistics.gov.scot/id/statistical-geography/S01007128,Fraserburgh Harbour and Broadsea - 04,782
http://statistics.gov.scot/id/statistical-geography/S01007118,Fraserburgh Lochpots - 01,635
http://statistics.gov.scot/id/statistical-geography/S01007119,Fraserburgh Lochpots - 02,721
http://statistics.gov.scot/id/statistical-geography/S01007120,Fraserburgh Lochpots - 03,994
http://statistics.gov.scot/id/statistical-geography/S01007112,Fraserburgh Smiddyhill - 01,536
http://statistics.gov.scot/id/statistical-geography/S01007113,Fraserburgh Smiddyhill - 02,541
http://statistics.gov.scot/id/statistical-geography/S01007114,Fraserburgh Smiddyhill - 03,822
http://statistics.gov.scot/id/statistical-geography/S01007115,Fraserburgh Smiddyhill - 04,705
http://statistics.gov.scot/id/statistical-geography/S01007116,Fraserburgh Smiddyhill - 05,1083
http://statistics.gov.scot/id/statistical-geography/S01007117,Fraserburgh Smiddyhill - 06,434
http://statistics.gov.scot/id/statistical-geography/S01009668,Freuchie North and New Inn,622
http://statistics.gov.scot/id/statistical-geography/S01009669,Freuchie South and Muirhead,513
http://statistics.gov.scot/id/statistical-geography/S01007226,Friockheim - 01,897
http://statistics.gov.scot/id/statistical-geography/S01007227,Friockheim - 02,988
http://statistics.gov.scot/id/statistical-geography/S01007228,Friockheim - 03,589
http://statistics.gov.scot/id/statistical-geography/S01007229,Friockheim - 04,1068
http://statistics.gov.scot/id/statistical-geography/S01006658,"Froghall, Powis and Sunnybank - 01",1211
http://statistics.gov.scot/id/statistical-geography/S01006659,"Froghall, Powis and Sunnybank - 02",596
http://statistics.gov.scot/id/statistical-geography/S01006660,"Froghall, Powis and Sunnybank - 03",506
http://statistics.gov.scot/id/statistical-geography/S01006661,"Froghall, Powis and Sunnybank - 04",614
http://statistics.gov.scot/id/statistical-geography/S01006662,"Froghall, Powis and Sunnybank - 05",786
http://statistics.gov.scot/id/statistical-geography/S01006663,"Froghall, Powis and Sunnybank - 06",570
http://statistics.gov.scot/id/statistical-geography/S01006664,"Froghall, Powis and Sunnybank - 07",512
http://statistics.gov.scot/id/statistical-geography/S01006665,"Froghall, Powis and Sunnybank - 08",765
http://statistics.gov.scot/id/statistical-geography/S01006991,Fyvie-Rothie - 01,419
http://statistics.gov.scot/id/statistical-geography/S01006992,Fyvie-Rothie - 02,590
http://statistics.gov.scot/id/statistical-geography/S01006993,Fyvie-Rothie - 03,545
http://statistics.gov.scot/id/statistical-geography/S01006994,Fyvie-Rothie - 04,557
http://statistics.gov.scot/id/statistical-geography/S01006995,Fyvie-Rothie - 05,910
http://statistics.gov.scot/id/statistical-geography/S01006996,Fyvie-Rothie - 06,894
http://statistics.gov.scot/id/statistical-geography/S01012287,Gala - Langlee - Central,843
http://statistics.gov.scot/id/statistical-geography/S01012286,Gala - Langlee - East,1003
http://statistics.gov.scot/id/statistical-geography/S01012288,Gala - Langlee - West,745
http://statistics.gov.scot/id/statistical-geography/S01012274,Galashiels - N - Halliburton,858
http://statistics.gov.scot/id/statistical-geography/S01012275,Galashiels - N - Town Centre,770
http://statistics.gov.scot/id/statistical-geography/S01012276,Galashiels - N - Windyknowe,982
http://statistics.gov.scot/id/statistical-geography/S01012277,Galashiels - N - Wood St,1076
http://statistics.gov.scot/id/statistical-geography/S01012285,Galashiels - S - Glenfield,507
http://statistics.gov.scot/id/statistical-geography/S01012284,Galashiels - S - Huddersfield,776
http://statistics.gov.scot/id/statistical-geography/S01012282,Galashiels - S - Netherdale,1094
http://statistics.gov.scot/id/statistical-geography/S01012283,Galashiels - S - St Peters Sch,895
http://statistics.gov.scot/id/statistical-geography/S01012281,Galashiels - W - Balmoral Pl,711
http://statistics.gov.scot/id/statistical-geography/S01012280,Galashiels - W - Balmoral Rd,937
http://statistics.gov.scot/id/statistical-geography/S01012278,Galashiels - W - Old Town,667
http://statistics.gov.scot/id/statistical-geography/S01012279,Galashiels - W - Thistle St,724
http://statistics.gov.scot/id/statistical-geography/S01009535,Gallatown West,775
http://statistics.gov.scot/id/statistical-geography/S01010254,Gallowgate North and Bellgrove - 01,1053
http://statistics.gov.scot/id/statistical-geography/S01010255,Gallowgate North and Bellgrove - 02,759
http://statistics.gov.scot/id/statistical-geography/S01010256,Gallowgate North and Bellgrove - 03,827
http://statistics.gov.scot/id/statistical-geography/S01010257,Gallowgate North and Bellgrove - 04,1708
http://statistics.gov.scot/id/statistical-geography/S01010258,Gallowgate North and Bellgrove - 05,1868
http://statistics.gov.scot/id/statistical-geography/S01007949,Galston - 01,688
http://statistics.gov.scot/id/statistical-geography/S01007950,Galston - 02,887
http://statistics.gov.scot/id/statistical-geography/S01007951,Galston - 03,911
http://statistics.gov.scot/id/statistical-geography/S01007952,Galston - 04,629
http://statistics.gov.scot/id/statistical-geography/S01007953,Galston - 05,944
http://statistics.gov.scot/id/statistical-geography/S01007954,Galston - 06,685
http://statistics.gov.scot/id/statistical-geography/S01011944,Gannochy and Walnut Grove - 01,483
http://statistics.gov.scot/id/statistical-geography/S01011945,Gannochy and Walnut Grove - 02,778
http://statistics.gov.scot/id/statistical-geography/S01011946,Gannochy and Walnut Grove - 03,726
http://statistics.gov.scot/id/statistical-geography/S01011947,Gannochy and Walnut Grove - 04,474
http://statistics.gov.scot/id/statistical-geography/S01011948,Gannochy and Walnut Grove - 05,1211
http://statistics.gov.scot/id/statistical-geography/S01007042,Gardenstown and King Edward - 01,758
http://statistics.gov.scot/id/statistical-geography/S01007043,Gardenstown and King Edward - 02,1014
http://statistics.gov.scot/id/statistical-geography/S01007044,Gardenstown and King Edward - 03,563
http://statistics.gov.scot/id/statistical-geography/S01007045,Gardenstown and King Edward - 04,800
http://statistics.gov.scot/id/statistical-geography/S01007373,Garelochhead - 01,526
http://statistics.gov.scot/id/statistical-geography/S01007374,Garelochhead - 02,538
http://statistics.gov.scot/id/statistical-geography/S01007375,Garelochhead - 03,445
http://statistics.gov.scot/id/statistical-geography/S01007376,Garelochhead - 04,845
http://statistics.gov.scot/id/statistical-geography/S01007377,Garelochhead - 05,650
http://statistics.gov.scot/id/statistical-geography/S01007378,Garelochhead - 06,2673
http://statistics.gov.scot/id/statistical-geography/S01007379,Garelochhead - 07,485
http://statistics.gov.scot/id/statistical-geography/S01007380,Garelochhead - 08,587
http://statistics.gov.scot/id/statistical-geography/S01006941,Garlogie and Elrick - 01,596
http://statistics.gov.scot/id/statistical-geography/S01006942,Garlogie and Elrick - 02,988
http://statistics.gov.scot/id/statistical-geography/S01006943,Garlogie and Elrick - 03,650
http://statistics.gov.scot/id/statistical-geography/S01006944,Garlogie and Elrick - 04,1232
http://statistics.gov.scot/id/statistical-geography/S01006945,Garlogie and Elrick - 05,462
http://statistics.gov.scot/id/statistical-geography/S01010100,Garrowhill East and Swinton - 01,796
http://statistics.gov.scot/id/statistical-geography/S01010101,Garrowhill East and Swinton - 02,693
http://statistics.gov.scot/id/statistical-geography/S01010102,Garrowhill East and Swinton - 03,819
http://statistics.gov.scot/id/statistical-geography/S01010103,Garrowhill East and Swinton - 04,999
http://statistics.gov.scot/id/statistical-geography/S01010104,Garrowhill East and Swinton - 05,927
http://statistics.gov.scot/id/statistical-geography/S01010094,Garrowhill West - 01,660
http://statistics.gov.scot/id/statistical-geography/S01010095,Garrowhill West - 02,624
http://statistics.gov.scot/id/statistical-geography/S01010096,Garrowhill West - 03,658
http://statistics.gov.scot/id/statistical-geography/S01010097,Garrowhill West - 04,722
http://statistics.gov.scot/id/statistical-geography/S01010098,Garrowhill West - 05,759
http://statistics.gov.scot/id/statistical-geography/S01010099,Garrowhill West - 06,669
http://statistics.gov.scot/id/statistical-geography/S01011689,Gartcosh and Marnock - 01,759
http://statistics.gov.scot/id/statistical-geography/S01011690,Gartcosh and Marnock - 02,1148
http://statistics.gov.scot/id/statistical-geography/S01011691,Gartcosh and Marnock - 03,677
http://statistics.gov.scot/id/statistical-geography/S01011692,Gartcosh and Marnock - 04,1057
